date,league,season,referee,odds_over25,odds_under25,squad,opponent,venue,goals_for,goals_against,ht_goals_for,ht_goals_against,shots,shots_on_target,corners,fouls,yellow_cards,red_cards,opp_shots,opp_shots_on_target,opp_corners,opp_fouls,odds_win,odds_draw,odds_loss,result,shot_accuracy,shot_conversion,opp_shot_accuracy,shot_dominance,corner_dominance,discipline_index,foul_rate,second_half_goals,clean_sheet,implied_win_prob,implied_draw_prob,implied_loss_prob,over25_implied,match_points,rolling_form_5,rolling_goals_5,rolling_conceded_5
,SPA-La Liga,2016-2017,,,,Malaga,Celta,Away,1,3,0,1,13,4,7,15,4,0,6,3,2,17,,,,L,0.3076923076923077,0.07692307692307693,0.5,0.6842105263157895,0.7777777777777778,40,15,1,0,0.35359109538829203,,,0.5052356020942408,0,1.0,1.8,2.6
,SPA-La Liga,2016-2017,,,,Malaga,Sociedad,Home,0,2,0,0,5,1,8,22,0,0,11,5,8,12,,,,L,0.2,0.0,0.45454545454545453,0.3125,0.5,0,22,0,0,0.35359109538829203,,,0.5052356020942408,0,0.4,1.0,2.4
,SPA-La Liga,2016-2017,,,,Malaga,Real Madrid,Away,1,2,0,2,10,6,4,20,3,0,14,7,5,7,,,,L,0.6,0.1,0.5,0.4166666666666667,0.4444444444444444,30,20,1,0,0.35359109538829203,,,0.5052356020942408,0,0.2,0.8,2.4
,SPA-La Liga,2016-2017,,,,Malaga,Osasuna,Away,1,1,0,0,14,5,6,16,0,0,14,2,4,9,,,,D,0.35714285714285715,0.07142857142857142,0.14285714285714285,0.5,0.6,0,16,1,0,0.35359109538829203,,,0.5052356020942408,1,0.2,0.8,2.4
,SPA-La Liga,2016-2017,,,,Malaga,Espanol,Home,0,1,0,1,19,5,17,9,1,0,4,3,2,18,,,,L,0.2631578947368421,0.0,0.75,0.8260869565217391,0.8947368421052632,10,9,0,0,0.35359109538829203,,,0.5052356020942408,0,0.2,0.6,1.8
,SPA-La Liga,2016-2017,,,,Malaga,Villarreal,Away,1,1,1,0,11,5,9,12,5,0,12,5,9,14,,,,D,0.45454545454545453,0.09090909090909091,0.4166666666666667,0.4782608695652174,0.5,50,12,0,0,0.35359109538829203,,,0.5052356020942408,1,0.4,0.6,1.4
,SPA-La Liga,2016-2017,,,,Malaga,Las Palmas,Home,2,1,2,1,13,6,2,23,3,1,13,4,6,14,,,,W,0.46153846153846156,0.15384615384615385,0.3076923076923077,0.5,0.25,55,23,0,0,0.35359109538829203,,,0.5052356020942408,3,1.0,1.0,1.2
,SPA-La Liga,2016-2017,,,,Malaga,Eibar,Away,0,3,0,1,4,2,2,18,4,1,8,4,2,11,,,,L,0.5,0.0,0.5,0.3333333333333333,0.5,65,18,0,0,0.35359109538829203,,,0.5052356020942408,0,1.0,0.8,1.4
,SPA-La Liga,2016-2017,,,,Malaga,Betis,Home,1,2,1,0,15,4,7,8,3,0,11,5,5,16,,,,L,0.26666666666666666,0.06666666666666667,0.45454545454545453,0.5769230769230769,0.5833333333333334,30,8,0,0,0.35359109538829203,,,0.5052356020942408,0,0.8,0.8,1.6
,SPA-La Liga,2016-2017,,,,Malaga,Ath Bilbao,Away,0,1,0,0,8,2,2,18,5,0,15,3,8,13,,,,L,0.25,0.0,0.2,0.34782608695652173,0.2,50,18,0,0,0.35359109538829203,,,0.5052356020942408,0,0.8,0.8,1.6
,SPA-La Liga,2016-2017,,,,Malaga,Alaves,Home,1,2,0,1,15,9,5,17,2,0,4,2,3,13,,,,L,0.6,0.06666666666666667,0.5,0.7894736842105263,0.625,20,17,1,0,0.35359109538829203,,,0.5052356020942408,0,0.6,0.8,1.8
,SPA-La Liga,2016-2017,,,,Malaga,Leganes,Away,0,0,0,0,8,1,7,16,2,0,14,2,6,11,,,,D,0.125,0.0,0.14285714285714285,0.36363636363636365,0.5384615384615384,20,16,0,1,0.35359109538829203,,,0.5052356020942408,1,0.2,0.4,1.6
,SPA-La Liga,2016-2017,,,,Malaga,Ath Madrid,Home,0,2,0,1,21,5,6,9,2,0,7,6,0,11,,,,L,0.23809523809523808,0.0,0.8571428571428571,0.75,1.0,20,9,0,0,0.35359109538829203,,,0.5052356020942408,0,0.2,0.4,1.4
,SPA-La Liga,2016-2017,,,,Malaga,Sp Gijon,Away,1,0,1,0,11,3,1,18,5,0,14,5,7,12,,,,W,0.2727272727272727,0.09090909090909091,0.35714285714285715,0.44,0.125,50,18,0,1,0.35359109538829203,,,0.5052356020942408,3,0.8,0.4,1.0
,SPA-La Liga,2016-2017,,,,Malaga,Barcelona,Home,2,0,1,0,8,4,2,26,4,0,11,3,3,20,,,,W,0.5,0.25,0.2727272727272727,0.42105263157894735,0.4,40,26,1,1,0.35359109538829203,,,0.5052356020942408,3,1.4,0.8,0.8
,SPA-La Liga,2016-2017,,,,Malaga,La Coruna,Away,0,2,0,0,11,3,4,17,4,0,11,4,1,15,,,,L,0.2727272727272727,0.0,0.36363636363636365,0.5,0.8,40,17,0,0,0.35359109538829203,,,0.5052356020942408,0,1.4,0.6,0.8
,SPA-La Liga,2016-2017,,,,Malaga,Valencia,Home,2,0,2,0,10,4,7,16,3,0,13,2,6,13,,,,W,0.4,0.2,0.15384615384615385,0.43478260869565216,0.5384615384615384,30,16,0,1,0.35359109538829203,,,0.5052356020942408,3,1.8,1.0,0.8
,SPA-La Liga,2016-2017,,,,Malaga,Granada,Away,2,0,0,0,17,6,4,13,0,0,3,1,2,22,,,,W,0.35294117647058826,0.11764705882352941,0.3333333333333333,0.85,0.6666666666666666,0,13,2,1,0.35359109538829203,,,0.5052356020942408,3,2.4,1.4,0.4
,SPA-La Liga,2016-2017,,,,Malaga,Sevilla,Home,4,2,1,1,11,5,1,14,3,0,9,4,3,18,,,,W,0.45454545454545453,0.36363636363636365,0.4444444444444444,0.55,0.25,30,14,3,0,0.35359109538829203,,,0.5052356020942408,3,2.4,2.0,0.8
,SPA-La Liga,2016-2017,,,,Malaga,Celta,Home,3,0,1,0,14,8,2,13,2,0,5,2,1,18,,,,W,0.5714285714285714,0.21428571428571427,0.4,0.7368421052631579,0.6666666666666666,20,13,2,1,0.35359109538829203,,,0.5052356020942408,3,2.4,2.2,0.8
,SPA-La Liga,2016-2017,,,,Malaga,Sociedad,Away,2,2,1,1,9,4,3,16,2,0,15,5,9,10,,,,D,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.375,0.25,20,16,1,0,0.35359109538829203,,,0.5052356020942408,1,2.6,2.6,0.8
,SPA-La Liga,2016-2017,,,,Malaga,Real Madrid,Home,0,2,0,1,22,6,9,6,2,0,16,8,7,9,,,,L,0.2727272727272727,0.0,0.5,0.5789473684210527,0.5625,20,6,0,0,0.35359109538829203,,,0.5052356020942408,0,2.0,2.2,1.2
,SPA-La Liga,2016-2017,,,,Osasuna,Malaga,Away,1,1,0,0,8,3,3,22,3,0,14,4,5,11,,,,D,0.375,0.125,0.2857142857142857,0.36363636363636365,0.375,30,22,1,0,0.35359109538829203,,,0.5052356020942408,1,1.0,1.0,1.0
,SPA-La Liga,2016-2017,,,,Osasuna,Sociedad,Home,0,2,0,1,8,3,10,14,2,0,5,4,1,14,,,,L,0.375,0.0,0.8,0.6153846153846154,0.9090909090909091,20,14,0,0,0.35359109538829203,,,0.5052356020942408,0,0.5,0.5,1.5
,SPA-La Liga,2016-2017,,,,Osasuna,Real Madrid,Away,2,5,0,3,10,3,7,14,2,1,25,11,6,14,,,,L,0.3,0.2,0.44,0.2857142857142857,0.5384615384615384,45,14,2,0,0.35359109538829203,,,0.5052356020942408,0,0.3333333333333333,1.0,2.6666666666666665
,SPA-La Liga,2016-2017,,,,Osasuna,Celta,Home,0,0,0,0,9,2,3,18,4,0,13,5,5,13,,,,D,0.2222222222222222,0.0,0.38461538461538464,0.4090909090909091,0.375,40,18,0,1,0.35359109538829203,,,0.5052356020942408,1,0.5,0.75,2.0
,SPA-La Liga,2016-2017,,,,Osasuna,Espanol,Home,1,2,0,1,17,11,7,16,2,0,10,2,1,14,,,,L,0.6470588235294118,0.058823529411764705,0.2,0.6296296296296297,0.875,20,16,1,0,0.35359109538829203,,,0.5052356020942408,0,0.4,0.8,2.0
,SPA-La Liga,2016-2017,,,,Osasuna,Villarreal,Away,1,3,1,3,11,3,5,16,2,0,12,5,5,7,,,,L,0.2727272727272727,0.09090909090909091,0.4166666666666667,0.4782608695652174,0.5,20,16,0,0,0.35359109538829203,,,0.5052356020942408,0,0.2,0.8,2.4
,SPA-La Liga,2016-2017,,,,Osasuna,Las Palmas,Home,2,2,2,0,5,3,1,17,3,0,17,5,12,7,,,,D,0.6,0.4,0.29411764705882354,0.22727272727272727,0.07692307692307693,30,17,0,0,0.35359109538829203,,,0.5052356020942408,1,0.4,1.2,2.4
,SPA-La Liga,2016-2017,,,,Osasuna,Eibar,Away,3,2,2,2,8,4,0,12,2,0,13,5,5,15,,,,W,0.5,0.375,0.38461538461538464,0.38095238095238093,0.0,20,12,1,0,0.35359109538829203,,,0.5052356020942408,3,1.0,1.4,1.8
,SPA-La Liga,2016-2017,,,,Osasuna,Betis,Home,1,2,0,1,13,5,6,20,3,1,12,6,4,12,,,,L,0.38461538461538464,0.07692307692307693,0.5,0.52,0.6,55,20,1,0,0.35359109538829203,,,0.5052356020942408,0,0.8,1.6,2.2
,SPA-La Liga,2016-2017,,,,Osasuna,Ath Bilbao,Away,1,1,1,1,7,3,2,11,1,0,18,4,9,10,,,,D,0.42857142857142855,0.14285714285714285,0.2222222222222222,0.28,0.18181818181818182,10,11,0,0,0.35359109538829203,,,0.5052356020942408,1,1.0,1.6,2.0
,SPA-La Liga,2016-2017,,,,Osasuna,Alaves,Home,0,1,0,0,10,4,3,18,5,0,12,3,4,10,,,,L,0.4,0.0,0.25,0.45454545454545453,0.42857142857142855,50,18,0,0,0.35359109538829203,,,0.5052356020942408,0,1.0,1.4,1.6
,SPA-La Liga,2016-2017,,,,Osasuna,Leganes,Away,0,2,0,1,5,2,2,17,3,0,15,5,3,13,,,,L,0.4,0.0,0.3333333333333333,0.25,0.4,30,17,0,0,0.35359109538829203,,,0.5052356020942408,0,0.8,1.0,1.6
,SPA-La Liga,2016-2017,,,,Osasuna,Ath Madrid,Home,0,3,0,2,11,1,7,9,2,0,7,5,4,6,,,,L,0.09090909090909091,0.0,0.7142857142857143,0.6111111111111112,0.6363636363636364,20,9,0,0,0.35359109538829203,,,0.5052356020942408,0,0.2,0.4,1.8
,SPA-La Liga,2016-2017,,,,Osasuna,Sp Gijon,Away,1,3,0,1,15,2,5,13,1,0,9,5,2,17,,,,L,0.13333333333333333,0.06666666666666667,0.5555555555555556,0.625,0.7142857142857143,10,13,1,0,0.35359109538829203,,,0.5052356020942408,0,0.2,0.4,2.0
,SPA-La Liga,2016-2017,,,,Osasuna,Barcelona,Home,0,3,0,0,4,1,2,18,3,0,17,6,5,6,,,,L,0.25,0.0,0.35294117647058826,0.19047619047619047,0.2857142857142857,30,18,0,0,0.35359109538829203,,,0.5052356020942408,0,0.0,0.2,2.4
,SPA-La Liga,2016-2017,,,,Osasuna,La Coruna,Away,0,2,0,2,13,3,1,16,3,0,8,4,5,8,,,,L,0.23076923076923078,0.0,0.5,0.6190476190476191,0.16666666666666666,30,16,0,0,0.35359109538829203,,,0.5052356020942408,0,0.0,0.2,2.6
,SPA-La Liga,2016-2017,,,,Osasuna,Valencia,Home,3,3,1,2,22,4,7,19,2,0,7,3,3,13,,,,D,0.18181818181818182,0.13636363636363635,0.42857142857142855,0.7586206896551724,0.7,20,19,2,0,0.35359109538829203,,,0.5052356020942408,1,0.2,0.8,2.8
,SPA-La Liga,2016-2017,,,,Osasuna,Granada,Away,1,1,1,0,13,3,5,23,4,0,8,4,3,13,,,,D,0.23076923076923078,0.07692307692307693,0.5,0.6190476190476191,0.625,40,23,0,0,0.35359109538829203,,,0.5052356020942408,1,0.4,1.0,2.4
,SPA-La Liga,2016-2017,,,,Osasuna,Sevilla,Home,3,4,1,1,14,7,3,14,5,0,13,9,6,8,,,,L,0.5,0.21428571428571427,0.6923076923076923,0.5185185185185185,0.3333333333333333,50,14,2,0,0.35359109538829203,,,0.5052356020942408,0,0.4,1.4,2.6
,SPA-La Liga,2016-2017,,,,Osasuna,Malaga,Home,1,1,0,0,14,2,4,9,1,0,14,5,6,16,,,,D,0.14285714285714285,0.07142857142857142,0.35714285714285715,0.5,0.4,10,9,1,0,0.35359109538829203,,,0.5052356020942408,1,0.6,1.6,2.2
,SPA-La Liga,2016-2017,,,,Osasuna,Sociedad,Away,2,3,1,0,11,5,2,22,2,0,13,6,3,6,,,,L,0.45454545454545453,0.18181818181818182,0.46153846153846156,0.4583333333333333,0.4,20,22,1,0,0.35359109538829203,,,0.5052356020942408,0,0.6,2.0,2.4
,SPA-La Liga,2016-2017,,,,Osasuna,Real Madrid,Home,1,3,1,1,11,8,3,10,3,0,12,6,2,8,,,,L,0.7272727272727273,0.09090909090909091,0.5,0.4782608695652174,0.6,30,10,0,0,0.35359109538829203,,,0.5052356020942408,0,0.4,1.6,2.4
,SPA-La Liga,2016-2017,,,,Osasuna,Celta,Away,0,3,0,1,8,3,5,18,0,0,11,4,3,14,,,,L,0.375,0.0,0.36363636363636365,0.42105263157894735,0.625,0,18,0,0,0.35359109538829203,,,0.5052356020942408,0,0.2,1.4,2.8
,SPA-La Liga,2016-2017,,,,Osasuna,Espanol,Away,0,3,0,1,4,1,2,10,4,1,18,6,10,11,,,,L,0.25,0.0,0.3333333333333333,0.18181818181818182,0.16666666666666666,65,10,0,0,0.35359109538829203,,,0.5052356020942408,0,0.2,0.8,2.6
,SPA-La Liga,2016-2017,,,,Osasuna,Villarreal,Home,1,4,0,2,17,3,8,10,3,0,12,6,2,13,,,,L,0.17647058823529413,0.058823529411764705,0.5,0.5862068965517241,0.8,30,10,1,0,0.35359109538829203,,,0.5052356020942408,0,0.0,0.8,3.2
,SPA-La Liga,2016-2017,,,,Osasuna,Las Palmas,Away,2,5,2,1,10,4,1,21,4,0,16,8,5,7,,,,L,0.4,0.2,0.5,0.38461538461538464,0.16666666666666666,40,21,0,0,0.35359109538829203,,,0.5052356020942408,0,0.0,0.8,3.6
,SPA-La Liga,2016-2017,,,,Osasuna,Eibar,Home,1,1,0,0,10,6,6,15,4,0,14,7,6,14,,,,D,0.6,0.1,0.5,0.4166666666666667,0.5,40,15,1,0,0.35359109538829203,,,0.5052356020942408,1,0.2,0.8,3.2
,SPA-La Liga,2016-2017,,,,Osasuna,Betis,Away,0,2,0,2,13,5,0,15,3,0,9,5,5,12,,,,L,0.38461538461538464,0.0,0.5555555555555556,0.5909090909090909,0.0,30,15,0,0,0.35359109538829203,,,0.5052356020942408,0,0.2,0.8,3.0
,SPA-La Liga,2016-2017,,,,Osasuna,Ath Bilbao,Home,1,2,0,2,8,6,6,19,4,0,9,4,3,9,,,,L,0.75,0.125,0.4444444444444444,0.47058823529411764,0.6666666666666666,40,19,1,0,0.35359109538829203,,,0.5052356020942408,0,0.2,1.0,2.8
,SPA-La Liga,2016-2017,,,,Osasuna,Alaves,Away,1,0,0,0,7,6,1,12,1,0,15,3,5,20,,,,W,0.8571428571428571,0.14285714285714285,0.2,0.3181818181818182,0.16666666666666666,10,12,1,1,0.35359109538829203,,,0.5052356020942408,3,0.8,1.0,2.0
,SPA-La Liga,2016-2017,,,,Osasuna,Leganes,Home,2,1,1,1,11,6,4,14,3,0,17,2,8,14,,,,W,0.5454545454545454,0.18181818181818182,0.11764705882352941,0.39285714285714285,0.3333333333333333,30,14,1,0,0.35359109538829203,,,0.5052356020942408,3,1.4,1.0,1.2
,SPA-La Liga,2016-2017,,,,Osasuna,Ath Madrid,Away,0,3,0,1,3,0,2,14,5,0,19,8,5,11,,,,L,0.0,0.0,0.42105263157894735,0.13636363636363635,0.2857142857142857,50,14,0,0,0.35359109538829203,,,0.5052356020942408,0,1.2,0.8,1.6
,SPA-La Liga,2016-2017,,,,Osasuna,Sp Gijon,Home,2,2,1,0,7,1,1,25,3,0,12,4,5,10,,,,D,0.14285714285714285,0.2857142857142857,0.3333333333333333,0.3684210526315789,0.16666666666666666,30,25,1,0,0.35359109538829203,,,0.5052356020942408,1,1.4,1.2,1.6
,SPA-La Liga,2016-2017,,,,Osasuna,Barcelona,Away,1,7,0,2,3,2,1,7,0,0,19,9,10,3,,,,L,0.6666666666666666,0.3333333333333333,0.47368421052631576,0.13636363636363635,0.09090909090909091,0,7,1,0,0.35359109538829203,,,0.5052356020942408,0,1.4,1.2,2.6
,SPA-La Liga,2016-2017,,,,Osasuna,La Coruna,Home,2,2,1,1,16,5,7,9,2,0,15,5,7,11,,,,D,0.3125,0.125,0.3333333333333333,0.5161290322580645,0.5,20,9,1,0,0.35359109538829203,,,0.5052356020942408,1,1.0,1.4,3.0
,SPA-La Liga,2016-2017,,,,Osasuna,Valencia,Away,1,4,0,2,9,4,2,11,2,0,19,8,9,15,,,,L,0.4444444444444444,0.1111111111111111,0.42105263157894735,0.32142857142857145,0.18181818181818182,20,11,1,0,0.35359109538829203,,,0.5052356020942408,0,0.4,1.2,3.6
,SPA-La Liga,2016-2017,,,,Osasuna,Granada,Home,2,1,1,1,19,7,8,11,1,0,9,3,3,9,,,,W,0.3684210526315789,0.10526315789473684,0.3333333333333333,0.6785714285714286,0.7272727272727273,10,11,1,0,0.35359109538829203,,,0.5052356020942408,3,1.0,1.6,3.2
,SPA-La Liga,2016-2017,,,,Osasuna,Sevilla,Away,0,5,0,3,5,2,1,8,1,0,17,7,1,11,,,,L,0.4,0.0,0.4117647058823529,0.22727272727272727,0.5,10,8,0,0,0.35359109538829203,,,0.5052356020942408,0,0.8,1.2,3.8
,SPA-La Liga,2016-2017,,,,Real Madrid,Sociedad,Away,3,0,2,0,18,8,7,11,3,0,8,0,4,22,,,,W,0.4444444444444444,0.16666666666666666,0.0,0.6923076923076923,0.6363636363636364,30,11,1,1,0.35359109538829203,,,0.5052356020942408,3,3.0,3.0,0.0
,SPA-La Liga,2016-2017,,,,Real Madrid,Celta,Home,2,1,0,0,24,10,7,8,0,0,8,3,2,11,,,,W,0.4166666666666667,0.08333333333333333,0.375,0.75,0.7777777777777778,0,8,2,0,0.35359109538829203,,,0.5052356020942408,3,3.0,2.5,0.5
,SPA-La Liga,2016-2017,,,,Real Madrid,Osasuna,Home,5,2,3,0,25,11,6,14,2,0,10,3,7,14,,,,W,0.44,0.2,0.3,0.7142857142857143,0.46153846153846156,20,14,2,0,0.35359109538829203,,,0.5052356020942408,3,3.0,3.3333333333333335,1.0
,SPA-La Liga,2016-2017,,,,Real Madrid,Espanol,Away,2,0,1,0,13,7,5,8,2,0,11,2,4,19,,,,W,0.5384615384615384,0.15384615384615385,0.18181818181818182,0.5416666666666666,0.5555555555555556,20,8,1,1,0.35359109538829203,,,0.5052356020942408,3,3.0,3.0,0.75
,SPA-La Liga,2016-2017,,,,Real Madrid,Villarreal,Home,1,1,0,1,22,6,17,9,4,0,8,3,3,9,,,,D,0.2727272727272727,0.045454545454545456,0.375,0.7333333333333333,0.85,40,9,1,0,0.35359109538829203,,,0.5052356020942408,1,2.6,2.6,0.8
,SPA-La Liga,2016-2017,,,,Real Madrid,Las Palmas,Away,2,2,1,1,27,11,5,19,2,0,8,6,0,7,,,,D,0.4074074074074074,0.07407407407407407,0.75,0.7714285714285715,1.0,20,19,1,0,0.35359109538829203,,,0.5052356020942408,1,2.2,2.4,1.2
,SPA-La Liga,2016-2017,,,,Real Madrid,Eibar,Home,1,1,1,1,15,3,7,8,4,0,7,4,5,15,,,,D,0.2,0.06666666666666667,0.5714285714285714,0.6818181818181818,0.5833333333333334,40,8,0,0,0.35359109538829203,,,0.5052356020942408,1,1.8,2.2,1.2
,SPA-La Liga,2016-2017,,,,Real Madrid,Betis,Away,6,1,4,0,22,9,5,8,1,0,13,2,2,14,,,,W,0.4090909090909091,0.2727272727272727,0.15384615384615385,0.6285714285714286,0.7142857142857143,10,8,2,0,0.35359109538829203,,,0.5052356020942408,3,1.8,2.4,1.0
,SPA-La Liga,2016-2017,,,,Real Madrid,Ath Bilbao,Home,2,1,1,1,24,8,6,10,2,0,10,3,4,17,,,,W,0.3333333333333333,0.08333333333333333,0.3,0.7058823529411765,0.6,20,10,1,0,0.35359109538829203,,,0.5052356020942408,3,1.8,2.4,1.2
,SPA-La Liga,2016-2017,,,,Real Madrid,Alaves,Away,4,1,2,1,15,5,3,6,1,0,8,3,4,15,,,,W,0.3333333333333333,0.26666666666666666,0.375,0.6521739130434783,0.42857142857142855,10,6,2,0,0.35359109538829203,,,0.5052356020942408,3,2.2,3.0,1.2
,SPA-La Liga,2016-2017,,,,Real Madrid,Leganes,Home,3,0,2,0,17,7,2,7,3,0,7,3,2,20,,,,W,0.4117647058823529,0.17647058823529413,0.42857142857142855,0.7083333333333334,0.5,30,7,1,1,0.35359109538829203,,,0.5052356020942408,3,2.6,3.2,0.8
,SPA-La Liga,2016-2017,,,,Real Madrid,Ath Madrid,Away,3,0,1,0,12,7,6,14,2,0,16,5,8,21,,,,W,0.5833333333333334,0.25,0.3125,0.42857142857142855,0.42857142857142855,20,14,2,1,0.35359109538829203,,,0.5052356020942408,3,3.0,3.6,0.6
,SPA-La Liga,2016-2017,,,,Real Madrid,Sp Gijon,Home,2,1,2,1,19,7,5,19,1,0,9,3,6,18,,,,W,0.3684210526315789,0.10526315789473684,0.3333333333333333,0.6785714285714286,0.45454545454545453,10,19,0,0,0.35359109538829203,,,0.5052356020942408,3,3.0,2.8,0.6
,SPA-La Liga,2016-2017,,,,Real Madrid,Barcelona,Away,1,1,0,0,14,5,7,16,2,0,11,2,5,19,,,,D,0.35714285714285715,0.07142857142857142,0.18181818181818182,0.56,0.5833333333333334,20,16,1,0,0.35359109538829203,,,0.5052356020942408,1,2.6,2.6,0.6
,SPA-La Liga,2016-2017,,,,Real Madrid,La Coruna,Home,3,2,0,0,17,5,10,16,3,0,4,2,3,17,,,,W,0.29411764705882354,0.17647058823529413,0.5,0.8095238095238095,0.7692307692307693,30,16,3,0,0.35359109538829203,,,0.5052356020942408,3,2.6,2.4,0.8
,SPA-La Liga,2016-2017,,,,Real Madrid,Granada,Home,5,0,4,0,23,13,9,11,1,0,3,1,1,12,,,,W,0.5652173913043478,0.21739130434782608,0.3333333333333333,0.8846153846153846,0.9,10,11,1,1,0.35359109538829203,,,0.5052356020942408,3,2.6,2.8,0.8
,SPA-La Liga,2016-2017,,,,Real Madrid,Sevilla,Away,1,2,0,0,10,3,1,10,1,0,9,4,6,13,,,,L,0.3,0.1,0.4444444444444444,0.5263157894736842,0.14285714285714285,10,10,1,0,0.35359109538829203,,,0.5052356020942408,0,2.0,2.4,1.2
,SPA-La Liga,2016-2017,,,,Real Madrid,Malaga,Home,2,1,2,0,14,7,5,7,2,0,10,6,4,20,,,,W,0.5,0.14285714285714285,0.6,0.5833333333333334,0.5555555555555556,20,7,0,0,0.35359109538829203,,,0.5052356020942408,3,2.0,2.4,1.2
,SPA-La Liga,2016-2017,,,,Real Madrid,Sociedad,Home,3,0,1,0,7,4,0,16,2,0,9,3,3,11,,,,W,0.5714285714285714,0.42857142857142855,0.3333333333333333,0.4375,0.0,20,16,2,1,0.35359109538829203,,,0.5052356020942408,3,2.4,2.8,1.0
,SPA-La Liga,2016-2017,,,,Real Madrid,Osasuna,Away,3,1,1,1,12,6,2,8,2,0,11,8,3,10,,,,W,0.5,0.25,0.7272727272727273,0.5217391304347826,0.4,20,8,2,0,0.35359109538829203,,,0.5052356020942408,3,2.4,2.8,0.8
,SPA-La Liga,2016-2017,,,,Real Madrid,Espanol,Home,2,0,1,0,12,3,13,12,3,0,3,1,2,13,,,,W,0.25,0.16666666666666666,0.3333333333333333,0.8,0.8666666666666667,30,12,1,1,0.35359109538829203,,,0.5052356020942408,3,2.4,2.2,0.8
,SPA-La Liga,2016-2017,,,,Real Madrid,Valencia,Away,1,2,1,2,22,5,11,18,2,0,8,5,3,12,,,,L,0.22727272727272727,0.045454545454545456,0.625,0.7333333333333333,0.7857142857142857,20,18,0,0,0.35359109538829203,,,0.5052356020942408,0,2.4,2.2,0.8
,SPA-La Liga,2016-2017,,,,Real Madrid,Villarreal,Away,3,2,0,0,25,6,5,6,1,0,11,4,5,15,,,,W,0.24,0.12,0.36363636363636365,0.6944444444444444,0.5,10,6,3,0,0.35359109538829203,,,0.5052356020942408,3,2.4,2.4,1.0
,SPA-La Liga,2016-2017,,,,Real Madrid,Las Palmas,Home,3,3,1,1,20,7,7,15,4,1,17,8,4,16,,,,D,0.35,0.15,0.47058823529411764,0.5405405405405406,0.6363636363636364,65,15,2,0,0.35359109538829203,,,0.5052356020942408,1,2.0,2.4,1.6
,SPA-La Liga,2016-2017,,,,Real Madrid,Eibar,Away,4,1,3,0,12,7,4,14,1,0,12,2,4,13,,,,W,0.5833333333333334,0.3333333333333333,0.16666666666666666,0.5,0.5,10,14,1,0,0.35359109538829203,,,0.5052356020942408,3,2.0,2.6,1.6
,SPA-La Liga,2016-2017,,,,Real Madrid,Betis,Home,2,1,1,1,14,4,8,8,1,0,9,4,4,21,,,,W,0.2857142857142857,0.14285714285714285,0.4444444444444444,0.6086956521739131,0.6666666666666666,10,8,1,0,0.35359109538829203,,,0.5052356020942408,3,2.0,2.6,1.8
,SPA-La Liga,2016-2017,,,,Real Madrid,Ath Bilbao,Away,2,1,1,0,9,4,5,4,4,0,12,5,5,1,,,,W,0.4444444444444444,0.2222222222222222,0.4166666666666667,0.42857142857142855,0.5,40,4,1,0,0.35359109538829203,,,0.5052356020942408,3,2.6,2.8,1.6
,SPA-La Liga,2016-2017,,,,Real Madrid,Alaves,Home,3,0,1,0,18,6,3,12,0,0,12,3,3,16,,,,W,0.3333333333333333,0.16666666666666666,0.25,0.6,0.5,0,12,2,1,0.35359109538829203,,,0.5052356020942408,3,2.6,2.8,1.2
,SPA-La Liga,2016-2017,,,,Real Madrid,Leganes,Away,4,2,3,2,18,8,4,16,1,0,14,3,4,14,,,,W,0.4444444444444444,0.2222222222222222,0.21428571428571427,0.5625,0.5,10,16,1,0,0.35359109538829203,,,0.5052356020942408,3,3.0,3.0,1.0
,SPA-La Liga,2016-2017,,,,Real Madrid,Ath Madrid,Home,1,1,0,0,20,6,6,12,2,0,10,4,2,13,,,,D,0.3,0.05,0.4,0.6666666666666666,0.75,20,12,1,0,0.35359109538829203,,,0.5052356020942408,1,2.6,2.4,1.0
,SPA-La Liga,2016-2017,,,,Real Madrid,Sp Gijon,Away,3,2,1,1,18,6,8,12,1,0,4,2,4,17,,,,W,0.3333333333333333,0.16666666666666666,0.5,0.8181818181818182,0.6666666666666666,10,12,2,0,0.35359109538829203,,,0.5052356020942408,3,2.6,2.6,1.2
,SPA-La Liga,2016-2017,,,,Real Madrid,Barcelona,Home,2,3,1,1,22,14,7,13,2,1,16,9,4,8,,,,L,0.6363636363636364,0.09090909090909091,0.5625,0.5789473684210527,0.6363636363636364,45,13,1,0,0.35359109538829203,,,0.5052356020942408,0,2.0,2.6,1.6
,SPA-La Liga,2016-2017,,,,Real Madrid,La Coruna,Away,6,2,3,1,22,11,5,5,1,0,19,7,4,12,,,,W,0.5,0.2727272727272727,0.3684210526315789,0.5365853658536586,0.5555555555555556,10,5,3,0,0.35359109538829203,,,0.5052356020942408,3,2.0,3.2,2.0
,SPA-La Liga,2016-2017,,,,Real Madrid,Valencia,Home,2,1,1,0,20,5,2,13,3,0,9,2,3,10,,,,W,0.25,0.1,0.2222222222222222,0.6896551724137931,0.4,30,13,1,0,0.35359109538829203,,,0.5052356020942408,3,2.0,2.8,1.8
