date,league,season,referee,odds_over25,odds_under25,squad,opponent,venue,goals_for,goals_against,ht_goals_for,ht_goals_against,shots,shots_on_target,corners,fouls,yellow_cards,red_cards,opp_shots,opp_shots_on_target,opp_corners,opp_fouls,odds_win,odds_draw,odds_loss,result,shot_accuracy,shot_conversion,opp_shot_accuracy,shot_dominance,corner_dominance,discipline_index,foul_rate,second_half_goals,clean_sheet,implied_win_prob,implied_draw_prob,implied_loss_prob,over25_implied,match_points,rolling_form_5,rolling_goals_5,rolling_conceded_5
2021-05-16,SPA-La Liga,2020-2021,,1.79,2.04,Real Madrid,Ath Bilbao,Away,1,0,0,0,11,2,11,7,2,0,8,1,4,10,1.6,4.27,5.39,W,0.18181818181818182,0.09090909090909091,0.125,0.5789473684210527,0.7333333333333333,20,7,1,1,0.5982459651740388,0.22416710638839865,0.17758692843756257,0.5326370757180157,3,2.2,1.8,0.6
2021-05-22,SPA-La Liga,2020-2021,,1.48,2.63,Real Madrid,Villarreal,Home,2,1,0,1,14,4,6,8,0,0,6,2,1,13,1.42,5.05,6.92,W,0.2857142857142857,0.14285714285714285,0.3333333333333333,0.7,0.8571428571428571,0,8,2,0,0.6727707466203598,0.18917514063384375,0.13805411274579638,0.6399026763990268,3,2.6,2.2,0.8
2020-09-27,SPA-La Liga,2020-2021,,2.49,1.53,Sevilla,Cadiz,Away,3,1,0,0,14,5,5,14,2,0,12,5,6,9,1.78,3.36,5.24,W,0.35714285714285715,0.21428571428571427,0.4166666666666667,0.5384615384615384,0.45454545454545453,20,14,3,0,0.5349148093235787,0.28337748827261017,0.18170770240381107,0.38059701492537307,3,3.0,3.0,1.0
2020-10-01,SPA-La Liga,2020-2021,,1.68,2.17,Sevilla,Levante,Home,1,0,0,0,16,2,2,14,5,0,3,1,4,17,1.44,4.59,7.25,W,0.125,0.0625,0.3333333333333333,0.8421052631578947,0.3333333333333333,50,14,1,1,0.6612242708202936,0.20744290849264113,0.1313328206870652,0.5636363636363637,3,3.0,2.0,0.5
2020-10-04,SPA-La Liga,2020-2021,,1.54,2.45,Sevilla,Barcelona,Away,1,1,1,1,13,1,5,18,1,0,12,5,6,11,5.18,4.22,1.62,D,0.07692307692307693,0.07692307692307693,0.4166666666666667,0.52,0.45454545454545453,10,18,0,0,0.18433115111250123,0.22626430397221714,0.5894045449152817,0.6140350877192983,1,2.3333333333333335,1.6666666666666667,0.6666666666666666
2020-10-17,SPA-La Liga,2020-2021,,2.21,1.67,Sevilla,Granada,Away,0,1,0,0,8,3,1,11,4,1,13,3,5,16,1.94,3.4,4.23,L,0.375,0.0,0.23076923076923078,0.38095238095238093,0.16666666666666666,65,11,0,0,0.49280089911664543,0.2811863953783212,0.22601270550503355,0.43041237113402064,0,1.75,1.25,0.75
2020-10-24,SPA-La Liga,2020-2021,,2.02,1.79,Sevilla,Eibar,Home,0,1,0,1,21,3,13,11,0,0,3,1,3,12,1.48,4.26,7.31,L,0.14285714285714285,0.0,0.3333333333333333,0.875,0.8125,0,11,0,0,0.6452111502935923,0.22415786442124805,0.1306309852851596,0.46981627296587924,0,1.4,1.0,0.8
2020-10-31,SPA-La Liga,2020-2021,,2.71,1.45,Sevilla,Ath Bilbao,Away,1,2,1,0,7,3,1,19,5,0,16,5,6,17,2.64,2.95,3.05,L,0.42857142857142855,0.14285714285714285,0.3125,0.30434782608695654,0.14285714285714285,50,19,0,0,0.3622546552591847,0.3241872169099144,0.31355812783090087,0.34855769230769235,0,0.8,0.6,1.0
2020-11-07,SPA-La Liga,2020-2021,,2.14,1.71,Sevilla,Osasuna,Home,1,0,0,0,9,1,3,11,2,0,10,2,0,19,1.55,4.02,6.6,W,0.1111111111111111,0.1111111111111111,0.2,0.47368421052631576,1.0,20,11,1,1,0.6171237178145278,0.23794571209266624,0.1449305700928058,0.44415584415584414,3,0.8,0.6,1.0
2020-11-21,SPA-La Liga,2020-2021,,2.15,1.7,Sevilla,Celta,Home,4,2,2,2,15,10,3,14,2,0,10,7,2,20,1.72,3.6,5.3,W,0.6666666666666666,0.26666666666666666,0.7,0.6,0.6,20,14,2,0,0.5548447132720716,0.2650924741188787,0.1800628126090497,0.44155844155844154,3,1.2,1.2,1.2
2020-11-28,SPA-La Liga,2020-2021,,2.26,1.63,Sevilla,Huesca,Away,1,0,0,0,16,4,10,9,3,0,5,1,1,14,1.99,3.31,4.09,W,0.25,0.0625,0.2,0.7619047619047619,0.9090909090909091,30,9,1,1,0.4789820230046101,0.28796804404204657,0.23304993295334334,0.41902313624678666,3,1.8,1.4,1.0
2020-12-05,SPA-La Liga,2020-2021,,1.75,2.06,Sevilla,Real Madrid,Home,0,1,0,0,12,2,4,15,1,0,10,3,3,20,2.55,3.52,2.7,L,0.16666666666666666,0.0,0.3,0.5454545454545454,0.5714285714285714,10,15,0,0,0.3746895328208162,0.27143701951507987,0.3538734476641041,0.5406824146981627,0,1.8,1.4,1.0
2020-12-12,SPA-La Liga,2020-2021,,2.58,1.49,Sevilla,Getafe,Away,1,0,0,0,8,0,3,13,3,0,8,2,5,14,2.12,3.19,3.8,W,0.0,0.125,0.25,0.5,0.375,30,13,1,1,0.4499495189452429,0.299026012590569,0.25102446846418813,0.36609336609336607,3,2.4,1.4,0.6
2020-12-19,SPA-La Liga,2020-2021,,2.24,1.65,Sevilla,Valladolid,Home,1,1,1,0,14,3,7,14,3,0,12,5,7,10,1.54,3.94,7.02,D,0.21428571428571427,0.07142857142857142,0.4166666666666667,0.5384615384615384,0.5,30,14,0,0,0.6210269168245871,0.2427364091141787,0.13623667406123421,0.42416452442159375,1,2.0,1.4,0.8
2020-12-22,SPA-La Liga,2020-2021,,2.12,1.73,Sevilla,Valencia,Away,1,0,0,0,19,3,5,17,2,0,10,4,3,11,2.08,3.37,3.73,W,0.15789473684210525,0.05263157894736842,0.4,0.6551724137931034,0.625,20,17,1,1,0.4598015224174321,0.2837944114623913,0.25640406612017663,0.4493506493506493,3,2.0,0.8,0.4
2020-12-29,SPA-La Liga,2020-2021,,2.14,1.72,Sevilla,Villarreal,Home,2,0,1,0,10,3,4,13,1,0,6,2,7,14,2.25,3.26,3.41,W,0.3,0.2,0.3333333333333333,0.625,0.36363636363636365,10,13,1,1,0.4255304488958471,0.2936943282256614,0.2807752228784915,0.4455958549222798,3,2.0,1.0,0.4
2021-01-02,SPA-La Liga,2020-2021,,2.14,1.71,Sevilla,Betis,Away,1,1,0,0,6,2,1,18,2,0,16,3,2,15,2.01,3.46,3.83,D,0.3333333333333333,0.16666666666666666,0.1875,0.2727272727272727,0.3333333333333333,20,18,1,0,0.4748949101764219,0.2758782570678058,0.24922683275577226,0.44415584415584414,1,2.2,1.2,0.4
2021-01-09,SPA-La Liga,2020-2021,,2.33,1.61,Sevilla,Sociedad,Home,3,2,2,2,12,7,2,8,0,0,10,4,9,18,2.24,3.1,3.63,W,0.5833333333333334,0.25,0.4,0.5454545454545454,0.18181818181818182,0,8,1,0,0.4274124322969287,0.3088399510790711,0.26374761662400015,0.4086294416243655,3,2.2,1.6,0.8
2021-01-12,SPA-La Liga,2020-2021,,2.5,1.53,Sevilla,Ath Madrid,Away,0,2,0,1,13,2,12,11,0,0,5,4,3,14,4.61,3.18,1.95,L,0.15384615384615385,0.0,0.8,0.7222222222222222,0.8,0,11,0,0,0.20773660566225463,0.30115275223364585,0.4911106421040995,0.3796526054590571,0,2.0,1.4,1.0
2021-01-19,SPA-La Liga,2020-2021,,2.27,1.64,Sevilla,Alaves,Away,2,1,2,1,7,3,2,14,3,0,12,3,3,15,1.7,3.63,5.55,W,0.42857142857142855,0.2857142857142857,0.25,0.3684210526315789,0.4,30,14,0,0,0.5634990560100692,0.26389762953639606,0.17260331445353475,0.4194373401534527,3,2.0,1.6,1.2
2021-01-23,SPA-La Liga,2020-2021,,2.24,1.65,Sevilla,Cadiz,Home,3,0,2,0,15,7,7,12,1,0,9,3,6,6,1.48,4.08,7.88,W,0.4666666666666667,0.2,0.3333333333333333,0.625,0.5384615384615384,10,12,1,1,0.6449273036556793,0.2339442179927464,0.12112847835157427,0.42416452442159375,3,2.0,1.8,1.2
2021-01-30,SPA-La Liga,2020-2021,,2.34,1.6,Sevilla,Eibar,Away,2,0,1,0,7,4,2,12,3,0,17,6,6,10,2.03,3.26,4.05,W,0.5714285714285714,0.2857142857142857,0.35294117647058826,0.2916666666666667,0.25,30,12,1,1,0.47082443308858407,0.2931820856349158,0.23599348127650013,0.40609137055837563,3,2.4,2.0,1.0
2021-02-06,SPA-La Liga,2020-2021,,2.39,1.57,Sevilla,Getafe,Home,3,0,0,0,17,5,3,10,1,0,5,1,1,11,1.69,3.57,5.67,W,0.29411764705882354,0.17647058823529413,0.2,0.7727272727272727,0.75,10,10,3,1,0.5645095168374817,0.2672327964860908,0.16825768667642751,0.3964646464646465,3,2.4,2.0,0.6
2021-02-13,SPA-La Liga,2020-2021,,2.1,1.73,Sevilla,Huesca,Home,1,0,0,0,14,4,6,14,3,0,9,5,6,15,1.54,3.92,6.94,W,0.2857142857142857,0.07142857142857142,0.5555555555555556,0.6086956521739131,0.5,30,14,1,1,0.6192873988144559,0.24329147810567914,0.13742112307986487,0.4516971279373368,3,3.0,2.2,0.2
2021-02-22,SPA-La Liga,2020-2021,,2.29,1.62,Sevilla,Osasuna,Away,2,0,1,0,10,5,5,15,2,0,6,0,3,14,1.96,3.26,4.3,W,0.5,0.2,0.0,0.625,0.625,20,15,1,1,0.48613519399631006,0.29227760129839503,0.22158720470529483,0.4143222506393862,3,3.0,2.2,0.0
2021-02-27,SPA-La Liga,2020-2021,,1.65,2.25,Sevilla,Barcelona,Home,0,2,0,1,4,2,3,20,5,0,9,5,3,9,3.19,3.51,2.23,L,0.5,0.0,0.5555555555555556,0.3076923076923077,0.5,50,20,0,0,0.29946170120782467,0.272160349530758,0.42837794926141737,0.5769230769230769,0,2.4,1.6,0.4
2021-03-06,SPA-La Liga,2020-2021,,2.31,1.61,Sevilla,Elche,Away,1,2,0,0,11,3,3,11,0,0,6,3,6,16,1.61,3.61,6.6,L,0.2727272727272727,0.09090909090909091,0.5,0.6470588235294118,0.3333333333333333,0,11,1,0,0.5917430167320268,0.26390755039849395,0.14434943286947927,0.41071428571428575,0,1.8,1.4,0.8
2021-03-14,SPA-La Liga,2020-2021,,2.05,1.77,Sevilla,Betis,Home,1,0,1,0,9,3,3,12,3,0,13,3,6,14,2.01,3.45,3.83,W,0.3333333333333333,0.1111111111111111,0.23076923076923078,0.4090909090909091,0.3333333333333333,30,12,0,1,0.4745154652503205,0.27645683627627365,0.24902769847340575,0.46335078534031415,3,1.8,1.0,0.8
2021-03-17,SPA-La Liga,2020-2021,,1.95,1.85,Sevilla,Elche,Home,2,0,1,0,13,8,4,9,2,0,11,5,1,8,1.42,4.47,8.1,W,0.6153846153846154,0.15384615384615385,0.45454545454545453,0.5416666666666666,0.8,20,9,1,1,0.6698004306613093,0.2127777654449797,0.11742180389371101,0.48684210526315796,3,1.8,1.2,0.8
2021-03-20,SPA-La Liga,2020-2021,,2.24,1.65,Sevilla,Valladolid,Away,1,1,0,1,12,4,8,10,1,0,3,2,2,17,1.86,3.39,4.59,D,0.3333333333333333,0.08333333333333333,0.6666666666666666,0.8,0.8,10,10,1,0,0.5117965720375359,0.28080873864006395,0.20739468932240018,0.42416452442159375,1,1.4,1.0,1.0
2021-04-04,SPA-La Liga,2020-2021,,2.53,1.52,Sevilla,Ath Madrid,Home,1,0,0,0,18,5,3,13,2,0,9,4,2,11,2.9,3.06,2.67,W,0.2777777777777778,0.05555555555555555,0.4444444444444444,0.6666666666666666,0.6,20,13,1,1,0.3296136715724245,0.31237896979085983,0.35800735863671573,0.3753086419753087,3,2.0,1.2,0.6
2021-04-12,SPA-La Liga,2020-2021,,2.27,1.64,Sevilla,Celta,Away,4,3,2,3,13,6,2,15,2,0,12,5,5,18,2.21,3.29,3.44,W,0.46153846153846156,0.3076923076923077,0.4166666666666667,0.52,0.2857142857142857,20,15,2,0,0.43211955297450644,0.29026875746919734,0.2776116895562963,0.4194373401534527,3,2.6,1.8,0.8
2021-04-18,SPA-La Liga,2020-2021,,2.13,1.73,Sevilla,Sociedad,Away,2,1,2,1,15,7,3,15,2,0,5,2,7,20,2.53,3.29,2.88,W,0.4666666666666667,0.13333333333333333,0.4,0.75,0.3,20,15,0,0,0.37771922201448666,0.29046493364639847,0.33181584433911493,0.4481865284974093,3,2.6,2.0,1.0
2021-04-21,SPA-La Liga,2020-2021,,1.71,2.15,Sevilla,Levante,Away,1,0,0,0,10,3,3,13,1,0,6,1,2,15,1.67,4.17,4.85,W,0.3,0.1,0.16666666666666666,0.625,0.6,10,13,1,1,0.5731284661314502,0.22952626821091648,0.19734526565763336,0.5569948186528497,3,2.6,1.8,1.0
2021-04-25,SPA-La Liga,2020-2021,,1.8,2.02,Sevilla,Granada,Home,2,1,1,0,10,4,5,11,2,0,4,2,5,14,1.42,4.71,7.65,W,0.4,0.2,0.5,0.7142857142857143,0.5,20,11,1,0,0.67244651725277,0.20273334490423214,0.12482013784299782,0.5287958115183247,3,3.0,2.0,1.0
2021-05-03,SPA-La Liga,2020-2021,,2.1,1.74,Sevilla,Ath Bilbao,Home,0,1,0,0,18,3,6,13,1,0,8,2,2,15,1.6,3.96,5.92,L,0.16666666666666666,0.0,0.25,0.6923076923076923,0.75,10,13,0,0,0.597260720691342,0.2413174629055927,0.16142181640306538,0.45312499999999994,0,2.4,1.8,1.2
2021-05-09,SPA-La Liga,2020-2021,,1.93,1.89,Sevilla,Real Madrid,Away,2,2,1,0,7,3,3,8,2,0,16,6,7,8,3.74,3.64,1.98,D,0.42857142857142855,0.2857142857142857,0.375,0.30434782608695654,0.3,20,8,1,0,0.2553390491036633,0.26235385814497275,0.48230709275136413,0.4947643979057591,1,2.0,1.4,1.0
2021-05-12,SPA-La Liga,2020-2021,,1.7,2.17,Sevilla,Valencia,Home,1,0,0,0,10,4,3,17,2,0,6,2,5,6,1.46,4.63,6.78,W,0.4,0.1,0.3333333333333333,0.625,0.375,20,17,1,1,0.6533069719042663,0.20601040582726324,0.14068262226847034,0.5607235142118864,3,2.0,1.2,0.8
2021-05-16,SPA-La Liga,2020-2021,,1.97,1.85,Sevilla,Villarreal,Away,0,4,0,1,17,5,6,7,3,1,12,5,3,9,2.88,3.47,2.43,L,0.29411764705882354,0.0,0.4166666666666667,0.5862068965517241,0.6666666666666666,55,7,0,0,0.3316577577967362,0.2752663811108358,0.39307586109242804,0.48429319371727747,0,1.4,1.0,1.6
2021-05-23,SPA-La Liga,2020-2021,,1.57,2.39,Sevilla,Alaves,Home,1,0,0,0,11,2,6,11,1,0,11,2,4,8,1.55,4.31,6.01,W,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.5,0.6,10,11,1,1,0.618225689811953,0.22233174459594598,0.15944256559210104,0.6035353535353536,3,1.4,0.8,1.4
2020-09-13,SPA-La Liga,2020-2021,,2.25,1.65,Sociedad,Valladolid,Away,1,1,0,1,8,2,3,17,1,0,8,3,5,15,2.55,3.2,2.88,D,0.25,0.125,0.375,0.5,0.375,10,17,1,0,0.37281553398058254,0.29708737864077667,0.33009708737864074,0.423076923076923,1,1.0,1.0,1.0
2020-09-20,SPA-La Liga,2020-2021,,1.75,2.08,Sociedad,Real Madrid,Home,0,0,0,0,6,1,1,17,2,0,16,4,11,12,4.65,3.8,1.76,D,0.16666666666666666,0.0,0.25,0.2727272727272727,0.08333333333333333,20,17,0,1,0.20551902157212218,0.2514903816606232,0.5429905967672547,0.5430809399477807,1,1.0,0.5,0.5
2020-09-26,SPA-La Liga,2020-2021,,2.48,1.53,Sociedad,Elche,Away,3,0,0,0,27,7,11,12,1,0,5,2,2,11,1.96,3.31,4.2,W,0.25925925925925924,0.1111111111111111,0.4,0.84375,0.8461538461538461,10,12,3,1,0.48571708080610443,0.2876149481510467,0.22666797104284872,0.3815461346633417,3,1.6666666666666667,1.3333333333333333,0.3333333333333333
2020-09-29,SPA-La Liga,2020-2021,,1.8,2.03,Sociedad,Valencia,Home,0,1,0,0,11,3,9,16,1,0,9,5,3,15,1.56,4.29,5.86,L,0.2727272727272727,0.0,0.5555555555555556,0.55,0.75,10,16,0,0,0.6135541595278888,0.22311060346468686,0.16333523700742433,0.5300261096605744,0,1.25,1.0,0.5
2020-10-03,SPA-La Liga,2020-2021,,2.48,1.53,Sociedad,Getafe,Home,3,0,1,0,11,6,5,21,3,0,5,1,4,13,2.31,3.06,3.44,W,0.5454545454545454,0.2727272727272727,0.2,0.6875,0.5555555555555556,30,21,2,1,0.4121308933731119,0.3111184195071531,0.27675068711973505,0.3815461346633417,3,1.6,1.4,0.4
2020-10-18,SPA-La Liga,2020-2021,,1.86,1.94,Sociedad,Betis,Away,3,0,1,0,8,5,2,18,1,0,7,1,6,11,2.83,3.44,2.47,W,0.625,0.375,0.14285714285714285,0.5333333333333333,0.25,10,18,2,1,0.3368791654937535,0.27714187161259374,0.3859789628936528,0.5105263157894737,3,2.0,1.8,0.2
2020-10-25,SPA-La Liga,2020-2021,,2.16,1.7,Sociedad,Huesca,Home,4,1,1,0,13,6,4,12,2,0,6,4,5,11,1.63,3.76,5.96,W,0.46153846153846156,0.3076923076923077,0.6666666666666666,0.6842105263157895,0.4444444444444444,20,12,3,0,0.5858228854056654,0.2539604529817113,0.16021666161262324,0.4404145077720207,3,2.4,2.6,0.4
2020-11-01,SPA-La Liga,2020-2021,,2.18,1.68,Sociedad,Celta,Away,4,1,2,0,9,7,3,16,5,0,9,2,2,19,2.45,3.23,3.03,W,0.7777777777777778,0.4444444444444444,0.2222222222222222,0.5,0.6,50,16,2,0,0.38954541293350153,0.2954756228133371,0.3149789642531613,0.4352331606217616,3,2.4,2.8,0.6
2020-11-08,SPA-La Liga,2020-2021,,1.99,1.81,Sociedad,Granada,Home,2,0,2,0,22,9,15,8,2,1,2,1,0,11,1.68,3.87,5.12,W,0.4090909090909091,0.09090909090909091,0.5,0.9166666666666666,1.0,45,8,0,1,0.5674616812152038,0.24633995463605746,0.18619836414873875,0.47631578947368425,3,3.0,3.2,0.4
2020-11-22,SPA-La Liga,2020-2021,,2.34,1.6,Sociedad,Cadiz,Away,1,0,0,0,14,4,6,14,1,0,2,0,1,14,1.84,3.64,4.39,W,0.2857142857142857,0.07142857142857142,0.0,0.875,0.8571428571428571,10,14,1,1,0.5195806833404867,0.26264518058969655,0.2177741360698168,0.40609137055837563,3,3.0,2.8,0.4
2020-11-29,SPA-La Liga,2020-2021,,1.73,2.09,Sociedad,Villarreal,Home,1,1,1,1,8,4,4,18,5,0,10,2,4,12,2.12,3.56,3.38,D,0.5,0.125,0.2,0.4444444444444444,0.5,50,18,0,0,0.4498983010289543,0.26791696578128743,0.28218473318975834,0.5471204188481674,1,2.6,2.4,0.6
2020-12-06,SPA-La Liga,2020-2021,,2.21,1.66,Sociedad,Alaves,Away,0,0,0,0,13,5,3,11,0,0,5,1,2,3,1.85,3.41,4.67,D,0.38461538461538464,0.0,0.2,0.7222222222222222,0.6,0,11,0,1,0.5158181824071105,0.2798427089305438,0.20433910866234573,0.42894056847545214,1,2.2,1.6,0.4
2020-12-13,SPA-La Liga,2020-2021,,2.08,1.75,Sociedad,Eibar,Home,1,1,1,0,8,2,5,14,4,0,16,4,4,11,1.65,3.72,5.8,D,0.25,0.125,0.25,0.3333333333333333,0.5555555555555556,40,14,0,0,0.5786932732539427,0.25667846797553906,0.1646282587705182,0.4569190600522194,1,1.8,1.0,0.4
2020-12-16,SPA-La Liga,2020-2021,,1.52,2.49,Sociedad,Barcelona,Away,1,2,1,2,12,5,3,14,3,0,14,4,2,18,4.86,4.38,1.63,L,0.4166666666666667,0.08333333333333333,0.2857142857142857,0.46153846153846156,0.6,30,14,0,0,0.19641795972268072,0.21794321558270055,0.5856388246946187,0.6209476309226933,0,1.2,0.8,0.8
2020-12-19,SPA-La Liga,2020-2021,,1.98,1.82,Sociedad,Levante,Away,1,2,1,1,15,5,4,14,1,0,13,5,3,19,2.13,3.37,3.52,L,0.3333333333333333,0.06666666666666667,0.38461538461538464,0.5357142857142857,0.5714285714285714,10,14,0,0,0.4469950750053696,0.2825221097214947,0.2704828152731356,0.4789473684210527,0,0.6,0.8,1.2
2020-12-22,SPA-La Liga,2020-2021,,2.35,1.6,Sociedad,Ath Madrid,Home,0,2,0,0,6,1,5,20,3,0,8,3,5,17,3.28,3.14,2.37,L,0.16666666666666666,0.0,0.375,0.42857142857142855,0.5,30,20,0,0,0.2916682997185925,0.30467261881432595,0.40365908146708157,0.40506329113924056,0,0.4,0.6,1.4
2020-12-31,SPA-La Liga,2020-2021,,2.35,1.58,Sociedad,Ath Bilbao,Away,1,0,1,0,13,3,4,18,4,0,4,0,2,23,2.55,3.13,2.97,W,0.23076923076923078,0.07692307692307693,0.0,0.7647058823529411,0.6666666666666666,40,18,0,1,0.3740719726692179,0.30475512150367584,0.32117290582710617,0.4020356234096692,3,0.8,0.8,1.4
2021-01-03,SPA-La Liga,2020-2021,,1.93,1.87,Sociedad,Osasuna,Home,1,1,0,1,8,2,7,15,1,0,6,2,2,8,1.57,4.07,6.05,D,0.25,0.125,0.3333333333333333,0.5714285714285714,0.7777777777777778,10,15,1,0,0.6078090635097343,0.23446197290178938,0.15772896358847652,0.4921052631578948,1,0.8,0.8,1.4
2021-01-09,SPA-La Liga,2020-2021,,2.33,1.61,Sociedad,Sevilla,Away,2,3,2,2,10,4,9,18,3,0,12,7,2,8,3.63,3.1,2.24,L,0.4,0.2,0.5833333333333334,0.45454545454545453,0.8181818181818182,30,18,0,0,0.26374761662400015,0.3088399510790711,0.4274124322969287,0.4086294416243655,0,0.8,1.0,1.6
2021-01-23,SPA-La Liga,2020-2021,,1.79,2.02,Sociedad,Betis,Home,2,2,0,0,12,6,8,14,2,0,7,4,3,13,1.85,3.75,4.17,D,0.5,0.16666666666666666,0.5714285714285714,0.631578947368421,0.7272727272727273,20,14,2,0,0.5162680136681027,0.254692220076264,0.22903976625563313,0.5301837270341206,1,1.0,1.2,1.6
2021-01-30,SPA-La Liga,2020-2021,,2.18,1.68,Sociedad,Villarreal,Away,1,1,0,1,12,3,7,17,3,0,4,2,1,10,3.22,3.14,2.41,D,0.25,0.08333333333333333,0.5,0.75,0.875,30,17,1,0,0.2974794012202025,0.3050584942449211,0.3974621045348764,0.4352331606217616,1,1.2,1.4,1.4
2021-02-07,SPA-La Liga,2020-2021,,2.06,1.77,Sociedad,Cadiz,Home,4,1,2,0,17,6,5,7,0,0,2,1,1,7,1.49,4.17,7.18,W,0.35294117647058826,0.23529411764705882,0.5,0.8947368421052632,0.8333333333333334,0,7,2,0,0.6390449947814507,0.22833981827922337,0.1326151869393261,0.46214099216710186,3,1.2,2.0,1.6
2021-02-14,SPA-La Liga,2020-2021,,2.59,1.49,Sociedad,Getafe,Away,1,0,1,0,3,2,5,19,3,0,4,0,2,23,2.12,3.17,3.81,W,0.6666666666666666,0.3333333333333333,0.0,0.42857142857142855,0.7142857142857143,30,19,0,1,0.44939777416438137,0.3005436218386399,0.25005860399697866,0.36519607843137253,3,1.6,2.0,1.4
2021-02-21,SPA-La Liga,2020-2021,,2.1,1.74,Sociedad,Alaves,Home,4,0,1,0,8,4,4,17,3,0,7,2,3,16,1.66,3.63,5.89,W,0.5,0.5,0.2857142857142857,0.5333333333333333,0.5714285714285714,30,17,3,1,0.5749988570322102,0.26294713572271866,0.16205400724507113,0.45312499999999994,3,2.2,2.4,0.8
2021-03-01,SPA-La Liga,2020-2021,,1.83,1.98,Sociedad,Real Madrid,Away,1,1,0,0,6,2,4,10,1,0,21,2,13,5,4.01,3.73,1.88,D,0.3333333333333333,0.16666666666666666,0.09523809523809523,0.2222222222222222,0.23529411764705882,10,10,1,0,0.23764000203331245,0.2554789297998882,0.5068810681667995,0.5196850393700787,1,2.2,2.2,0.6
2021-03-07,SPA-La Liga,2020-2021,,1.79,2.03,Sociedad,Levante,Home,1,0,1,0,25,8,7,13,0,0,6,1,5,14,1.47,4.39,7.07,W,0.32,0.04,0.16666666666666666,0.8064516129032258,0.5833333333333334,0,13,0,1,0.6481836123090416,0.2170455376069001,0.13477085008405817,0.5314136125654451,3,2.6,2.2,0.4
2021-03-14,SPA-La Liga,2020-2021,,1.97,1.84,Sociedad,Granada,Away,0,1,0,0,7,1,6,16,3,0,7,2,4,23,1.62,3.98,5.57,L,0.14285714285714285,0.0,0.2857142857142857,0.5,0.6,30,16,0,0,0.5889701272064528,0.23973155931518933,0.17129831347835792,0.48293963254593175,0,2.0,1.4,0.4
2021-03-21,SPA-La Liga,2020-2021,,1.65,2.24,Sociedad,Barcelona,Home,1,6,0,2,10,5,1,11,3,0,14,10,1,12,3.53,3.78,1.99,L,0.5,0.1,0.7142857142857143,0.4166666666666667,0.5,30,11,1,0,0.26970667221220285,0.25186892934102545,0.4784243984467718,0.5758354755784061,0,1.4,1.4,1.6
2021-04-07,SPA-La Liga,2020-2021,,2.35,1.59,Sociedad,Ath Bilbao,Home,1,1,0,0,12,2,3,18,3,0,11,2,6,7,2.2,3.17,3.58,D,0.16666666666666666,0.08333333333333333,0.18181818181818182,0.5217391304347826,0.3333333333333333,30,18,1,0,0.43317581855519,0.3006267510477659,0.26619743039704413,0.4035532994923858,1,1.0,0.8,1.8
2021-04-11,SPA-La Liga,2020-2021,,1.98,1.83,Sociedad,Valencia,Away,2,2,2,0,16,5,5,17,4,0,9,2,4,11,2.17,3.28,3.53,D,0.3125,0.125,0.2222222222222222,0.64,0.5555555555555556,40,17,0,0,0.4393062706546112,0.2906385997928373,0.27005512955255134,0.48031496062992135,1,1.0,1.0,2.0
2021-04-18,SPA-La Liga,2020-2021,,2.13,1.73,Sociedad,Sevilla,Home,1,2,1,2,5,2,7,20,3,0,15,7,3,15,2.88,3.29,2.53,L,0.4,0.2,0.4666666666666667,0.25,0.7,30,20,0,0,0.33181584433911493,0.29046493364639847,0.37771922201448666,0.4481865284974093,0,0.4,1.0,2.4
2021-04-22,SPA-La Liga,2020-2021,,1.89,1.92,Sociedad,Celta,Home,2,1,2,1,7,3,2,17,4,0,10,3,4,17,1.87,3.61,4.22,W,0.42857142857142855,0.2857142857142857,0.3,0.4117647058823529,0.3333333333333333,40,17,0,0,0.5099091922359863,0.26413578655991543,0.22595502120409824,0.5039370078740157,3,1.0,1.4,2.4
2021-04-26,SPA-La Liga,2020-2021,,2.19,1.68,Sociedad,Eibar,Away,1,0,1,0,5,2,3,20,1,0,14,5,2,8,1.92,3.47,4.14,W,0.4,0.2,0.35714285714285715,0.2631578947368421,0.6,10,20,0,1,0.4957656072057149,0.27431411119163474,0.22992028160265038,0.43410852713178294,3,1.6,1.4,1.2
2021-05-01,SPA-La Liga,2020-2021,,2.05,1.78,Sociedad,Huesca,Away,0,1,0,0,7,3,7,11,2,0,10,3,2,14,2.04,3.47,3.74,L,0.42857142857142855,0.0,0.3,0.4117647058823529,0.7777777777777778,20,11,0,0,0.46874616234802896,0.2755741127348643,0.25567972491710667,0.4647519582245431,0,1.4,1.2,1.2
2021-05-07,SPA-La Liga,2020-2021,,2.09,1.75,Sociedad,Elche,Home,2,0,0,0,16,3,7,8,1,0,1,0,0,10,1.5,4.1,7.5,W,0.1875,0.125,0.0,0.9411764705882353,1.0,10,8,2,1,0.6386292834890965,0.23364485981308414,0.1277258566978193,0.4557291666666667,3,1.8,1.2,0.8
2021-05-12,SPA-La Liga,2020-2021,,2.08,1.76,Sociedad,Ath Madrid,Away,1,2,0,2,14,7,7,15,0,0,12,4,1,11,6.01,3.9,1.61,L,0.5,0.07142857142857142,0.3333333333333333,0.5384615384615384,0.875,0,15,1,0,0.15938935018188002,0.24562307553669205,0.5949875742814278,0.4583333333333333,0,1.8,1.2,0.8
